,vol,issue,index,type,title
565,77,6,13,Research article,Making Waves: Initiation and Propagation of Corticothalamic Ca2+ Waves In Vivo
566,77,6,14,Research article,Inhibition of Mediodorsal Thalamus Disrupts Thalamofrontal Connectivity and Cognition
567,77,6,15,Research article,Hippocampal SWR Activity Predicts Correct Decisions during the Initial Learning of an Alternation Task
568,77,6,16,Research article,Dopaminergic Reward Signals Selectively Decrease fMRI Activity in Primate Visual Cortex
569,78,1,0,Mini review,A Mechanistic Approach to Preventing Schizophrenia in At-Risk Individuals
570,78,1,1,Mini review,Microtubule Stability in the Axon: New Answers to an Old Mystery
571,78,1,2,Mini review,Cortical Operation of the Ventral Striatal Switchboard
572,78,1,3,Review article,Modeling Autism by SHANK Gene Mutations in Mice
573,78,1,4,Review article,Synaptic Computation and Sensory Processing in Neocortical Layer 2/3
574,78,1,5,Short communication,Proteoglycan-Mediated Axon Degeneration Corrects Pretarget Topographic Sorting Errors
575,78,1,6,Short communication,Pathogenic VCP Mutations Induce Mitochondrial Uncoupling and Reduced ATP Levels
576,78,1,7,Research article,VCP Is Essential for Mitochondrial Quality Control by PINK1/Parkin and this Function Is Impaired by VCP Mutations
577,78,1,8,Research article,Imaging Patients with Psychosis and a Mouse Model Establishes a Spreading Pattern of Hippocampal Dysfunction and Implicates Glutamate as a Driver
578,78,1,9,Research article,The CAMKK2-AMPK Kinase Pathway Mediates the Synaptotoxic Effects of Aβ Oligomers through Tau Phosphorylation
579,78,1,10,Research article,Transglutaminase and Polyamination of Tubulin: Posttranslational Modification for Stabilizing Axonal Microtubules
580,78,1,11,Research article,Developmental Regulation and Activity-Dependent Maintenance of GABAergic Presynaptic Inhibition onto Rod Bipolar Cell Axonal Terminals
581,78,1,12,Research article,Peptidergic CGRPα Primary Sensory Neurons Encode Heat and Itch and Tonically Suppress Sensitivity to Cold
582,78,1,13,Research article,GW182 Controls Drosophila Circadian Behavior and PDF-Receptor Signaling
583,78,1,14,Research article,Dynamic Reconfiguration of Hippocampal Interneuron Circuits during Spatial Learning
584,78,1,15,Research article,Closing the Gate in the Limbic Striatum: Prefrontal Suppression of Hippocampal and Thalamic Inputs
585,78,1,16,Research article,Circuits for Grasping: Spinal dI3 Interneurons Mediate Cutaneous Control of Motor Behavior
586,78,1,17,Erratum,FMRP Regulates Neurotransmitter Release and Synaptic Information Transmission by Modulating Action Potential Duration via BK Channels
587,78,1,18,Erratum,Neuronal Morphology Goes Digital: A Research Hub for Cellular and System Neuroscience
588,78,2,0,Mini review,Finding Risk in All the Right Places
589,78,2,1,Mini review,"Population Code, Noise Correlations, and Memory"
590,78,2,2,Mini review,Limber Neurons for a Nimble Mind
591,78,2,3,Review article,Innate Immunity in the CNS: Redefining the Relationship between the CNS and Its Environment
592,78,2,4,Review article,Decision Making: From Neuroscience to Psychiatry
593,78,2,5,Short communication,Neural Variability in Premotor Cortex Is Modulated by Trial History and Predicts Behavioral Performance
594,78,2,6,Research article,GWAS of Cerebrospinal Fluid Tau Levels Identifies Risk Variants for Alzheimer’s Disease
595,78,2,7,Research article,Pax6 Exerts Regional Control of Cortical Progenitor Proliferation via Direct Repression of Cdk6 and Hypophosphorylation of pRb
596,78,2,8,Research article,Molecular Profiling of Synaptic Vesicle Docking Sites Reveals Novel Proteins but Few Differences between Glutamatergic and GABAergic Synapses
597,78,2,9,Research article,Control of Synaptic Plasticity and Memory via Suppression of Poly(A)-Binding Protein
598,78,2,10,Research article,Excitatory Superficial Dorsal Horn Interneurons Are Functionally Heterogeneous and Required for the Full Behavioral Expression of Pain and Itch
599,78,2,11,Research article,Ambient Illumination Toggles a Neuronal Circuit Switch in the Retina and Visual Perception at Cone Threshold
600,78,2,12,Research article,The Limits of Deliberation in a Perceptual Decision Task
601,78,2,13,Research article,Associative Learning Enhances Population Coding by Inverting Interneuronal Correlation Patterns
602,78,2,14,Research article,Dynamic Coding for Cognitive Control in Prefrontal Cortex
603,78,2,15,Research article,A Motion Direction Preference Map in Monkey V4
604,78,2,16,Research article,Population Responses to Contour Integration: Early Encoding of Discrete Elements and Late Perceptual Grouping
605,78,2,17,Erratum,Notch Inhibition Induces Cochlear Hair Cell Regeneration and Recovery of Hearing after Acoustic Trauma
606,78,2,18,Erratum,VCP Is Essential for Mitochondrial Quality Control by PINK1/Parkin and this Function Is Impaired by VCP Mutations
607,78,3,0,Mini review,RAN Translation: Fragile X in the Running
608,78,3,1,Mini review,Evidence for a Common Endocannabinoid-Related Pathomechanism in Autism Spectrum Disorders
609,78,3,2,Mini review,Fear and Anxiety Regulation by Conserved Affective Circuits
610,78,3,3,Mini review,Reinforcing Rhythms in the Sleeping Brain with a Computerized Metronome
611,78,3,4,Review article,Temporal Processing in the Olfactory System: Can We See a Smell?
612,78,3,5,Short communication,The Cell-Autonomous Role of Excitatory Synaptic Transmission in the Regulation of Neuronal Structure and Function
613,78,3,6,Research article,CGG Repeat-Associated Translation Mediates Neurodegeneration in Fragile X Tremor Ataxia Syndrome
614,78,3,7,Research article,"Plum, an Immunoglobulin Superfamily Protein, Regulates Axon Pruning by Facilitating TGF-β Signaling"
615,78,3,8,Research article,Three Mechanisms Assemble Central Nervous System Nodes of Ranvier
616,78,3,9,Research article,Competition between α-actinin and Ca2+-Calmodulin Controls Surface Retention of the L-type Ca2+ Channel CaV1.2
617,78,3,10,Research article,Autism-Associated Neuroligin-3 Mutations Commonly Disrupt Tonic Endocannabinoid Signaling
618,78,3,11,Research article,Excitatory/Inhibitory Synaptic Imbalance Leads to Hippocampal Hyperexcitability in Mouse Models of Tuberous Sclerosis
619,78,3,12,Research article,Robust Gamma Coherence between Macaque V1 and V2 by Dynamic Frequency Matching
620,78,3,13,Research article,Distinct Roles of Segregated Transmission of the Septo-Habenular Pathway in Anxiety and Fear
621,78,3,14,Research article,Auditory Closed-Loop Stimulation of the Sleep Slow Oscillation Enhances Memory
622,78,3,15,Research article,Motion-Dependent Representation of Space in Area MT+
623,78,3,16,Research article,Social Manipulation of Preference in the Human Brain
624,78,4,0,Mini review,Microglia as Dynamic and Essential Components of the Amyloid Hypothesis
625,78,4,1,Mini review,A New Beginning for a Broken Mind: Balancing Neuregulin 1 Reverses Synaptic Dysfunction
626,78,4,2,Mini review,A Plastic Clock
627,78,4,3,Review article,Mapping and Cracking Sensorimotor Circuits in Genetic Model Organisms
628,78,4,4,Review article,Aberrant Protein S-Nitrosylation in Neurodegenerative Diseases
629,78,4,5,Short communication,Nanoscale Scaffolding Domains within the Postsynaptic Density Concentrate Synaptic AMPA Receptors
630,78,4,6,Short communication,Behavioral Effects of Cocaine Mediated by Nitric Oxide-GAPDH Transcriptional Signaling
631,78,4,7,Research article,Alzheimer’s Disease Risk Gene CD33 Inhibits Microglial Uptake of Amyloid Beta
632,78,4,8,Research article,Reversal of Behavioral Deficits and Synaptic Dysfunction in Mice Overexpressing Neuregulin 1
633,78,4,9,Research article,The Ventral Hippocampus Is the Embryonic Origin for Adult Neural Stem Cells in the Dentate Gyrus
634,78,4,10,Research article,"Linking Cell Fate, Trajectory Choice, and Target Selection: Genetic Analysis of Sema-2b in Olfactory Axon Targeting"
635,78,4,11,Research article,Homeostatic Control of Synaptic Transmission by Distinct Glutamate Receptors
636,78,4,12,Research article,Climbing Fiber Input Shapes Reciprocity of Purkinje Cell Firing
637,78,4,13,Research article,A Gq-Ca2+ Axis Controls Circuit-Level Encoding of Circadian Time in the Suprachiasmatic Nucleus
638,78,4,14,Research article,Attention-Induced Variance and Noise Correlation Reduction in Macaque V1 Is Mediated by NMDA Receptors
639,78,4,15,Research article,Monkey Area MT Latencies to Speed Changes Depend on Attention and Correlate with Behavioral Reaction Times
640,78,5,0,Mini review,Preparing for Your Future as You Grow
641,78,5,1,Mini review,A Network State Linking Motivation and Action in the Nucleus Accumbens
642,78,5,2,Mini review,Macrocircuits for Sound Localization Use Leaky Coincidence Detectors and Specialized Synapses
643,78,5,3,Review article,Impact of Neuronal Properties on Network Coding: Roles of Spike Initiation Dynamics and Robust Synchrony Transfer
644,78,5,4,Research article,Permanent Genetic Access to Transiently Active Neurons via TRAP: Targeted Recombination in Active Populations
645,78,5,5,Research article,Rapid Single-Step Induction of Functional Neurons from Human Pluripotent Stem Cells
646,78,5,6,Short communication,GABA Networks Destabilize Genetic Oscillations in the Circadian Pacemaker
647,78,5,7,Short communication,Spontaneous Inhibitory Synaptic Currents Mediated by a G Protein-Coupled Receptor
648,78,5,8,Research article,Interactions between a Receptor Tyrosine Phosphatase and a Cell Surface Ligand Regulate Axon Guidance and Glial-Neuronal Communication
649,78,5,9,Research article,Dscam Expression Levels Determine Presynaptic Arbor Sizes in Drosophila Sensory Neurons
650,78,5,10,Research article,Protocadherin 17 Regulates Presynaptic Assembly in Topographic Corticobasal Ganglia Circuits
651,78,5,11,Research article,Robo3-Driven Axon Midline Crossing Conditions Functional Maturation of a Large Commissural Synapse
652,78,5,12,Research article,Analysis of NPR-1 Reveals a Circuit Mechanism for Behavioral Quiescence in C. elegans
653,78,5,13,Research article,Imaging of Neural Ensemble for the Retrieval of a Learned Behavioral Program
654,78,5,14,Research article,"Temporal and Mosaic Tsc1 Deletion in the Developing Thalamus Disrupts Thalamocortical Circuitry, Neural Function, and Behavior"
655,78,5,15,Research article,Invigoration of Reward Seeking by Cue and Proximity Encoding in the Nucleus Accumbens
656,78,5,16,Research article,A Mechanistic Understanding of the Role of Feedforward Inhibition in the Mammalian Sound Localization Circuitry
657,78,5,17,Research article,Directional Hearing by Linear Summation of Binaural Inputs at the Medial Superior Olive
658,78,5,18,Erratum,Calcium Feedback to cGMP Synthesis Strongly Attenuates Single-Photon Responses Driven by Long Rhodopsin Lifetimes
659,78,6,0,Mini review,In Search of the Ever-Elusive Positive Endozepine
660,78,6,1,Mini review,Time Finds Its Place in the Hippocampus
661,78,6,2,Mini review,Topographic Dynamics in the Resting Brain
662,78,6,3,Review article,Remodeling Neurodegeneration: Somatic Cell Reprogramming-Based Models of Adult Neurological Disorders
663,78,6,4,Research article,Recombinant Probes for Visualizing Endogenous Synaptic Proteins in Living Neurons
664,78,6,5,Short communication,The X-Linked Intellectual Disability Protein PHF6 Associates with the PAF1 Complex and Regulates Neuronal Migration in the Mammalian Brain
665,78,6,6,Research article,The Balance between Capture and Dissociation of Presynaptic Proteins Controls the Spatial Distribution of Synapses
666,78,6,7,Research article,"mSYD1A, a Mammalian Synapse-Defective-1 Protein, Regulates Synaptogenic Signaling and Vesicle Docking"
667,78,6,8,Research article,Arc/Arg3.1 Is a Postsynaptic Mediator of Activity-Dependent Synapse Elimination in the Developing Cerebellum
668,78,6,9,Research article,Dendritic Peptide Release Mediates Interpopulation Crosstalk between Neurosecretory and Preautonomic Networks
669,78,6,10,Research article,Spillover-Mediated Feedforward Inhibition Functionally Segregates Interneuron Activity
670,78,6,11,Research article,Endogenous Positive Allosteric Modulation of GABAA Receptors by Diazepam binding inhibitor
671,78,6,12,Research article,GABAergic Lateral Interactions Tune the Early Stages of Visual Processing in Drosophila
672,78,6,13,Research article,Hippocampal “Time Cells”: Time versus Path Integration
673,78,6,14,Research article,The Fine Structure of Shape Tuning in Area V4
674,78,6,15,Research article,The Relationship of Anatomical and Functional Connectivity to Resting-State Connectivity in Primate Somatosensory Cortex
675,78,6,16,Research article,Detecting Changes in Scenes: The Hippocampus Is Critical for Strength-Based Perception
676,78,6,17,Erratum,Reversal of Behavioral Deficits and Synaptic Dysfunction in Mice Overexpressing Neuregulin 1
677,79,1,0,Mini review,Olfaction and Vision Meet in the Retina
678,79,1,1,Mini review,"How Did the Chicken Cross the Road? With Her Striatal Cholinergic Interneurons, Of Course"
679,79,1,2,Mini review,Pursuing the Link between Neurons and Behavior
680,79,1,3,Mini review,Not So Uncertain at Last: Locus Coeruleus and Decision Making
681,79,1,4,Mini review,On the Training of Future Neuroscientists: Insights from the Grass Laboratory
682,79,1,5,Review article,The Brain on Stress: Vulnerability and Plasticity of the Prefrontal Cortex over the Life Course
683,79,1,6,Short communication,Transient Inhibition of TrkB Kinase after Status Epilepticus Prevents Development of Temporal Lobe Epilepsy
684,79,1,7,Research article,SAD Kinases Sculpt Axonal Arbors of Sensory Neurons through Long- and Short-Term Responses to Neurotrophin Signals
685,79,1,8,Research article,Pigment-Dispersing Factor Modulates Pheromone Production in Clock Cells that Influence Mating in Drosophila
686,79,1,9,Research article,A Prestin Motor in Chicken Auditory Hair Cells: Active Force Generation in a Nonmammalian Species
687,79,1,10,Research article,Dynamic Control of Synaptic Vesicle Replenishment and Short-Term Plasticity by Ca2+-Calmodulin-Munc13-1 Signaling
688,79,1,11,Research article,Olfactory Stimulation Selectively Modulates the OFF Pathway in the Retina of Zebrafish
689,79,1,12,Research article,Modular Use of Peripheral Input Channels Tunes Motion-Detecting Circuitry
690,79,1,13,Research article,Contributions of the 12 Neuron Classes in the Fly Lamina to Motion Vision
691,79,1,14,Research article,Sparse and Background-Invariant Coding of Vocalizations in Auditory Scenes
692,79,1,15,Research article,The Thalamostriatal Pathway and Cholinergic Control of Goal-Directed Action: Interlacing New with Existing Learning in the Striatum
693,79,1,16,Research article,Sensory Population Decoding for Visually Guided Movements
694,79,1,17,Research article,Abnormal Visual Motion Processing Is Not a Cause of Dyslexia
695,79,1,18,Research article,The Neural Representation of Unexpected Uncertainty during Value-Based Decision Making
696,79,1,19,Erratum,Voltage-Sensing Domain of Voltage-Gated Proton Channel Hv1 Shares Mechanism of Block with Pore Domains
697,79,1,20,Erratum,RAB7L1 Interacts with LRRK2 to Modify Intraneuronal Protein Sorting and Parkinson’s Disease Risk
698,79,1,21,Erratum,Autism-Associated Neuroligin-3 Mutations Commonly Disrupt Tonic Endocannabinoid Signaling
699,79,1,22,Erratum,Behavioral Effects of Cocaine Mediated by Nitric Oxide-GAPDH Transcriptional Signaling
700,79,1,23,Erratum,Directional Hearing by Linear Summation of Binaural Inputs at the Medial Superior Olive
701,79,2,0,Mini review,Bringing Optogenetics to the Synapse
702,79,2,1,Mini review,Spindle Orientation: Timing Is Everything
703,79,2,2,Mini review,"Counting Gephyrins, One at a Time: A Nanoscale View on the Inhibitory Postsynapse"
704,79,2,3,Review article,The Expected Value of Control: An Integrative Theory of Anterior Cingulate Cortex Function
705,79,2,4,Research article,Optogenetic Inhibition of Synaptic Release with Chromophore-Assisted Light Inactivation (CALI)
706,79,2,5,Research article,The Phosphatase PP4c Controls Spindle Orientation to Maintain Proliferative Symmetric Divisions in the Developing Neocortex
707,79,2,6,Research article,Sensory Neuron Fates Are Distinguished by a Transcriptional Switch that Regulates Dendrite Branch Stabilization
708,79,2,7,Research article,"The Transcription Factor Mef2 Links the Drosophila Core Clock to Fas2, Neuronal Morphology, and Circadian Behavior"
709,79,2,8,Research article,The Small GTPase Arf1 Modulates Arp2/3-Mediated Actin Polymerization via PICK1 to Regulate Synaptic Plasticity
710,79,2,9,Research article,Quantitative Nanoscopy of Inhibitory Synapses: Counting Gephyrin Molecules and Receptor Binding Sites
711,79,2,10,Research article,Intersecting Circuits Generate Precisely Patterned Retinal Waves
712,79,2,11,Research article,Obligatory Role for the Immediate Early Gene NARP in Critical Period Plasticity
713,79,2,12,Research article,Differential Innervation of Direct- and Indirect-Pathway Striatal Projection Neurons
714,79,2,13,Research article,A Dual Operator View of Habitual Behavior Reflecting Cortical and Striatal Dynamics
715,79,2,14,Research article,A Biophysically Detailed Model of Neocortical Local Field Potentials Predicts the Critical Role of Active Membrane Currents
716,79,2,15,Research article,Restricting Temptations: Neural Mechanisms of Precommitment
717,79,2,16,Erratum,CGG Repeat-Associated Translation Mediates Neurodegeneration in Fragile X Tremor Ataxia Syndrome
718,79,3,0,Mini review,K+ Channel Regulation of Multicompartmental Signal Integration
719,79,3,1,Mini review,Alcohol and Tobacco: How Smoking May Promote Excessive Drinking
720,79,3,2,Mini review,Top-Down Control of Cortical State
721,79,3,3,Mini review,The Need for Research Maps to Navigate Published Work and Inform Experiment Planning
722,79,3,4,Review article,Converging Mechanisms in ALS and FTD: Disrupted RNA and Protein Homeostasis
723,79,3,5,Short communication,Leucine-Rich Repeat Transmembrane Proteins Are Essential for Maintenance of Long-Term Potentiation
724,79,3,6,Research article,Activity-Induced Convergence of APP and BACE-1 in Acidic Microdomains via an Endocytosis-Dependent Pathway
725,79,3,7,Research article,Cajal-Retzius Cells Instruct Neuronal Migration by Coincidence Signaling between Secreted and Contact-Dependent Guidance Cues
726,79,3,8,Research article,Sonic Hedgehog Regulates Its Own Receptor on Postcrossing Commissural Axons in a Glypican1-Dependent Manner
727,79,3,9,Research article,A Conformational Intermediate in Glutamate Receptor Activation
728,79,3,10,Research article,TMC1 and TMC2 Are Components of the Mechanotransduction Channel in Hair Cells of the Mammalian Inner Ear
729,79,3,11,Research article,Potassium Channels Control the Interaction between Active Dendritic Integration Compartments in Layer 5 Cortical Pyramidal Neurons
730,79,3,12,Research article,Nicotine Decreases Ethanol-Induced Dopamine Signaling and Increases Self-Administration via Stress Hormones
731,79,3,13,Research article,Spatial Segregation of Adaptation and Predictive Sensitization in Retinal Ganglion Cells
732,79,3,14,Research article,Formation and Reverberation of Sequential Neural Activity Patterns Evoked by Sensory Stimulation Are Enhanced during Cortical Desynchronization
733,79,3,15,Research article,Motor Cortex Feedback Influences Sensory Processing by Modulating Network State
734,79,3,16,Research article,Cellular and Synaptic Architecture of Multisensory Integration in the Mouse Neocortex
735,79,3,17,Research article,Coding of Information in the Phase of Local Field Potentials within Human Medial Temporal Lobe
736,79,3,18,Erratum,An Agent Independent Axis for Executed and Modeled Choice in Medial Prefrontal Cortex
737,79,3,19,Erratum,A Dual Operator View of Habitual Behavior Reflecting Cortical and Striatal Dynamics
738,79,4,0,Mini review,Presynaptic Proteoglycans: Sweet Organizers of Synapse Development
739,79,4,1,Mini review,A Spoonful of Bitter Helps the Sugar Response Go Down
740,79,4,2,Mini review,Scene Areas in Humans and Macaques
741,79,4,3,Review article,The Sensory Neurons of Touch
742,79,4,4,Review article,The Basal Ganglia’s Contributions to Perceptual Decision Making
743,79,4,5,Short communication,Molecular Bases for the Asynchronous Activation of Sodium and Potassium Channels Required for Nerve Impulse Generation
744,79,4,6,Short communication,BLA to vHPC Inputs Modulate Anxiety-Related Behaviors
745,79,4,7,Research article,Axin Directs the Amplification and Differentiation of Intermediate Progenitors in the Developing Cerebral Cortex
746,79,4,8,Research article,An LRRTM4-HSPG Complex Mediates Excitatory Synapse Development on Dentate Gyrus Granule Cells
747,79,4,9,Research article,Unbiased Discovery of Glypican as a Receptor for LRRTM4 in Regulating Excitatory Synapse Development
748,79,4,10,Research article,Translational Control of Entrainment and Synchrony of the Suprachiasmatic Circadian Clock by mTOR/4E-BP1 Signaling
749,79,4,11,Research article,An Odorant-Binding Protein Required for Suppression of Sweet Taste by Bitter Chemicals
750,79,4,12,Research article,Interaural Level Difference-Dependent Gain Control and Synaptic Scaling Underlying Binaural Computation
751,79,4,13,Research article,A Pair of Interneurons Influences the Choice between Feeding and Locomotion in Drosophila
752,79,4,14,Research article,A Network for Scene Processing in the Macaque Temporal Lobe
753,79,4,15,Research article,Natural Scenes Viewing Alters the Dynamics of Functional Connectivity in the Human Brain
754,79,4,16,Research article,Evidence for Hubs in Human Functional Brain Networks
755,79,4,17,Research article,Neural Primacy of the Salience Processing System in Schizophrenia
756,79,5,0,Mini review,The Many Layers of Specification and Plasticity in the Neocortex
757,79,5,1,Mini review,Dopamine: Burning the Candle at Both Ends
758,79,5,2,Mini review,The Cerebral Emporium of Benevolent Knowledge
759,79,5,3,Review article,Theory of Mind: A Neural Prediction Problem
760,79,5,4,Review article,Integration of GABAergic Interneurons into Cortical Cell Assemblies: Lessons from Embryos and Adults
761,79,5,5,Short communication,Temporally Precise Cell-Specific Coherence Develops in Corticostriatal Networks during Learning
762,79,5,6,Research article,Microglial Beclin 1 Regulates Retromer Trafficking and Phagocytosis and Is Impaired in Alzheimer’s Disease
763,79,5,7,Research article,Metabotropic Glutamate Receptor 5 Is a Coreceptor for Alzheimer Aβ Oligomer Bound to Cellular Prion Protein
764,79,5,8,Research article,The EBAX-type Cullin-RING E3 Ligase and Hsp90 Guard the Protein Quality of the SAX-3/Robo Receptor in Developing Neurons
765,79,5,9,Research article,GABAergic Projection Neurons Route Selective Olfactory Inputs to Specific Higher-Order Neurons
766,79,5,10,Research article,Odor Discrimination in Drosophila: From Neural Population Codes to Behavior
767,79,5,11,Research article,Different Kenyon Cell Populations Drive Learned Approach and Avoidance in Drosophila
768,79,5,12,Research article,Molecular and Functional Asymmetry at a Vertebrate Electrical Synapse
769,79,5,13,Research article,Laminar and Columnar Development of Barrel Cortex Relies on Thalamocortical Neurotransmission
770,79,5,14,Research article,A Modeling Framework for Deriving the Structural and Functional Architecture of a Short-Term Memory Microcircuit
771,79,5,15,Research article,Distinct Basal Ganglia Circuits Controlling Behaviors Guided by Flexible and Stable Values
772,79,5,16,Research article,Distinct Representations of Cognitive and Motivational Signals in Midbrain Dopamine Neurons
773,79,5,17,Research article,Natural Scene Statistics Account for the Representation of Scene Categories in Human Visual Cortex
774,79,6,0,Mini review,Imaging Tau Deposits In Vivo: Progress in Viewing More of The Proteopathy Picture
775,79,6,1,Mini review,Balancing Survival: The Role of CTGF in Controlling Experience-Modulated Olfactory Circuitry
776,79,6,2,Mini review,The Where and When of “What If”
777,79,6,3,Review article,Tony Pawson: In Memoriam
778,79,6,4,Research article,The Function of α-Synuclein
779,79,6,5,Short communication,Nanoscale-Targeted Patch-Clamp Recordings of Functional Presynaptic Ion Channels
780,79,6,6,Short communication,The First Stage of Cardinal Direction Selectivity Is Localized to the Dendrites of Retinal Ganglion Cells
781,79,6,7,Research article,"TET1 Controls CNS 5-Methylcytosine Hydroxylation, Active DNA Demethylation, Gene Transcription, and Memory Formation"
782,79,6,8,Research article,Imaging of Tau Pathology in a Tauopathy Mouse Model and in Alzheimer Patients Compared to Normal Controls
783,79,6,9,Research article,Tet1 Is Critical for Neuronal Activity-Regulated Gene Expression and Memory Extinction
784,79,6,10,Research article,Ephrin-B1 Controls the Columnar Distribution of Cortical Pyramidal Neurons by Restricting Their Tangential Migration
785,79,6,11,Research article,Connective Tissue Growth Factor Regulates Interneuron Survival and Information Processing in the Olfactory Bulb
786,79,6,12,Research article,Erbb4 Deletion from Fast-Spiking Interneurons Causes Schizophrenia-like Phenotypes
787,79,6,13,Research article,CYFIP1 Coordinates mRNA Translation and Cytoskeleton Remodeling to Ensure Proper Dendritic Spine Formation
788,79,6,14,Research article,A Presynaptic ENaC Channel Drives Homeostatic Plasticity
789,79,6,15,Research article,Inhibitory Gradient along the Dorsoventral Axis in the Medial Entorhinal Cortex
790,79,6,16,Research article,A Cortico-Hippocampal Learning Rule Shapes Inhibitory Microcircuit Activity to Enhance Hippocampal Information Flow
791,79,6,17,Research article,In the Mind of the Market: Theory of Mind Biases Value Computation during Financial Bubbles
792,79,6,18,Research article,Perirhinal-Hippocampal Connectivity during Reactivation Is a Marker for Object-Based Memory Consolidation
793,79,6,19,Erratum,Real and Fictive Outcomes Are Processed Differently but Converge on a Common Adaptive Mechanism
794,79,6,20,Erratum,Nitric Oxide-Induced Blockade of NMDA Receptors
795,80,1,0,Mini review,Excitation BolsTORs Motor Neurons in ALS Mice
796,80,1,1,Mini review,Acid Indigestion in the Endosome: Linking Signaling Dysregulation to Neurodevelopmental Disorders
797,80,1,2,Mini review,Exploiting Exploration: Past Outcomes and Future Actions
798,80,1,3,Mini review,The Sacred Disease: The Puzzling Genetics of Epileptic Disorders
799,80,1,4,Review article,"Hox Genes: Choreographers in Neural Development, Architects of Circuit Organization"
800,80,1,5,Review article,The Structure of Cognition: Attentional Episodes in Mind and Brain
801,80,1,6,Short communication,A Theory of the Transition to Critical Period Plasticity: Inhibition Selectively Suppresses Spontaneous Activity
802,80,1,7,Short communication,Accelerated Experience-Dependent Pruning of Cortical Synapses in Ephrin-A2 Knockout Mice
803,80,1,8,Short communication,Experience-Induced Arc/Arg3.1 Primes CA1 Pyramidal Neurons for Metabotropic Glutamate Receptor-Dependent Long-Term Synaptic Depression
804,80,1,9,Research article,Neuroprotection through Excitability and mTOR Required in ALS Motoneurons to Delay Disease and Extend Survival
805,80,1,10,Research article,Christianson Syndrome Protein NHE6 Modulates TrkB Endosomal Signaling Required for Neuronal Circuit Development
806,80,1,11,Research article,The Specific α-Neurexin Interactor Calsyntenin-3 Promotes Excitatory and Inhibitory Synapse Development
807,80,1,12,Research article,Cornichons Control ER Export of AMPA Receptors to Regulate Synaptic Excitability
808,80,1,13,Research article,Cytosolic Transmitter Concentration Regulates Vesicle Cycling at Hippocampal GABAergic Terminals
809,80,1,14,Research article,Repeated Cocaine Weakens GABAB-Girk Signaling in Layer 5/6 Pyramidal Neurons in the Prelimbic Cortex
810,80,1,15,Research article,Short Neuropeptide F Is a Sleep-Promoting Inhibitory Modulator
811,80,1,16,Research article,A Predictive Network Model of Cerebral Cortical Connectivity Based on a Distance Rule
812,80,1,17,Research article,Environmental Enrichment Rescues Binocular Matching of Orientation Preference in Mice that Have a Precocious Critical Period
813,80,1,18,Research article,Plasticity of Recurrent L2/3 Inhibition and Gamma Oscillations by Whisker Experience
814,80,1,19,Research article,Cortical Signals for Rewarded Actions and Strategic Exploration
815,80,1,20,Research article,Dynamic Construction of a Coherent Attentional State in a Prefrontal Cell Population
816,80,2,0,Mini review,The Downs and Ups of Sensory Deprivation: Evidence for Firing Rate Homeostasis In Vivo
817,80,2,1,Mini review,ADAM10 Prodomain Mutations Cause Late-Onset Alzheimer’s Disease: Not Just the Latest FAD
818,80,2,2,Mini review,Anti-Tau Antibodies: Hitting the Target
819,80,2,3,Mini review,C9orf72-Associated FTD/ALS: When Less Is More
820,80,2,4,Mini review,Progenitor Networking in the Fetal Primate Neocortex
821,80,2,5,Mini review,The Declaration of Independence of the Neurovascular Intimacy
822,80,2,6,Mini review,Of Mice and Men: What Physiological Correlates of Cognitive Deficits in a Mouse Model of Schizophrenia Tell Us about Psychiatric Disease
823,80,2,7,Mini review,David Hubel: In Memoriam
824,80,2,8,Mini review,The Challenge of Connecting the Dots in the B.R.A.I.N.
825,80,2,9,Review article,How to Pick a Graduate Advisor
826,80,2,10,Review article,Noncanonical Roles of Voltage-Gated Sodium Channels
827,80,2,11,Review article,Kainate Receptors in Health and Disease
828,80,2,12,Short communication,Goals and Habits in the Brain
829,80,2,13,Short communication,Synaptic Scaling and Homeostatic Plasticity in the Mouse Visual Cortex In Vivo
830,80,2,14,Short communication,Firing Rate Homeostasis in Visual Cortex of Freely Behaving Rodents
831,80,2,15,Short communication,Blocking Endocytosis Enhances Short-Term Synaptic Depression under Conditions of Normal Availability of Vesicles
832,80,2,16,Research article,Subthreshold Mechanisms Underlying State-Dependent Modulation of Visual Responses
833,80,2,17,Research article,In Vivo Expression of a Light-Activatable Potassium Channel Using Unnatural Amino Acids
834,80,2,18,Research article,Cellular Resolution Functional Imaging in Behaving Rats Using Voluntary Head Restraint
835,80,2,19,Research article,ADAM10 Missense Mutations Potentiate β-Amyloid Accumulation by Impairing Prodomain Chaperone Function
836,80,2,20,Research article,Anti-Tau Antibodies that Block Tau Aggregate Seeding In Vitro Markedly Decrease Pathology and Improve Cognition In Vivo
837,80,2,21,Research article,RNA Toxicity from the ALS/FTD C9ORF72 Expansion Is Mitigated by Antisense Intervention
838,80,2,22,Research article,Deficiency of Asparagine Synthetase Causes Congenital Microcephaly and a Progressive Form of Encephalopathy
839,80,2,23,Research article,Precursor Diversity and Complexity of Lineage Relationships in the Outer Subventricular Zone of the Primate
840,80,2,24,Research article,Establishment of Neurovascular Congruency in the Mouse Whisker System by an Independent Patterning Mechanism
841,80,2,25,Research article,Lipid-Anchored SNAREs Lacking Transmembrane Regions Fully Support Membrane Fusion during Neurotransmitter Release
